corridor,locality,bhk,sqft,bathrooms,floor,parking,gym,swimming_pool,garden,security,clubhouse,amenities_score,price_lakhs
kolhapur_nashik,Bhosari,2,1026,1,12,1,1,0,1,1,1,5,77.32
kolhapur_nashik,Alandi,2,1000,1,6,0,0,0,1,1,0,2,57.3
kolhapur_nashik,Moshi,3,1319,2,15,1,0,1,1,0,0,3,86.34
dehu_solapur,Hadapsar,4,1973,4,7,1,0,1,1,1,0,4,137.69
kolhapur_nashik,Alandi,3,1367,2,1,1,1,0,1,0,1,4,77.37
dehu_solapur,Loni Kalbhor,2,768,2,5,0,1,1,1,0,1,4,47.51
kolhapur_nashik,Khed Shivapur,3,1214,2,4,1,1,0,0,1,0,3,72.64
kolhapur_nashik,Alandi,2,1232,1,9,1,1,1,1,0,0,4,69.34
dehu_solapur,Kiwale,4,1929,3,22,0,1,1,1,1,0,4,122.61
kolhapur_nashik,Khed Shivapur,2,1099,2,12,0,0,1,0,1,1,3,70.02
dehu_solapur,Dehu Road,1,380,1,15,0,1,1,0,0,1,3,21.5
dehu_solapur,Loni Kalbhor,3,1509,2,8,1,0,1,1,1,0,4,80.87
dehu_solapur,Manjri,2,851,2,19,1,0,0,1,1,0,3,69.3
dehu_solapur,Wakad,4,2239,3,16,1,1,1,1,0,0,4,236.32
dehu_solapur,Hadapsar,2,872,2,2,0,1,1,1,0,0,3,85.67
dehu_solapur,Uruli Kanchan,2,983,1,19,1,0,0,0,1,1,3,58.09
dehu_solapur,Uruli Kanchan,2,750,2,15,0,0,1,1,0,1,3,43.1
